PARCEL_APN,TAXAPN,SITE_ADDR,SITE_CITY,SITE_STATE,SITE_ZIP,LATITUDE,LONGITUDE,ASSESSEE_OWNER_NAME_1,ASSESSEE_OWNER_NAME_2,ASSESSEE_MAIL_CITY,ASSESSEE_MAIL_STATE,ASSESSEE_MAIL_ZIP,VAL_ASSD_LAND,VAL_ASSD_IMPRV,VAL_ASSD,ASMT_YEAR,ASMT_RCDRS_DATE_TRANSFER,ASMT_VAL_TRANSFER,USE_CODE_MUNI_DESC,USE_CODE_MUNI,USE_CODE_STD_LPS,USE_CODE_STD_DESC_LPS,ZONING,LOT_SIZE_AREA,LOT_SIZE_AREA_UNIT,LIVING_SQFT,YR_BLT,BUILDING_SQFT,STORIES_NUMBER,UNITS_NUMBER,BEDROOMS,TOTAL_BATHS_CALCULATED,VAL_MRKT_LAND,VAL_MRKT_IMPRV,VAL_MARKET,LAST_SALE_DATE_TRANSFER,VAL_TRANSFER,JURISDICTION,H3_INT_9,vacancy_tier,exclusion_reason
21503100540000,215-0310-054-0000,5435 PRICE AVE,MCCLELLAN,CA,95652.0,38.666602,-121.395356,MCCLELLAN BSNS PK LLC (DEPT OF FORESTRY),,MCCLELLAN,CA,95652.0,,,,2024.0,,0.0,DISTRIBUTUION & WAREHOUSES,GCKA0A,6002.0,DISTRIBUTION WAREHOUSE (REGIONAL),SPA,25.16,AC,45037.0,1955.0,45037.0,2,,,,,,,,,UNINCORPORATED COUNTY,617700321963540479,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503100050000,215-0310-005-0000,5500 PRICE AVE,MCCLELLAN,CA,95652.0,38.666607,-121.393165,MCCLELLAN BSNS PK LLC (DEPT OF FORESTRY),,MCCLELLAN,CA,95652.0,,,,2024.0,,0.0,DISTRIBUTUION & WAREHOUSES,GCKA0A,6002.0,DISTRIBUTION WAREHOUSE (REGIONAL),SPA,1.79,AC,15600.0,1990.0,15600.0,1,,,,,,,,,UNINCORPORATED COUNTY,617700321963278335,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503100110000,215-0310-011-0000,5443 DUDLEY BLVD,MCCLELLAN,CA,95652.0,38.666945,-121.388377,UNITED STATES OF AMERICA,,MCCLELLAN,CA,95652.0,,,,2024.0,19650301.0,0.0,DISCOUNT STORE,BDC00A,2045.0,"APPLIANCE STORE (BEST BUY, HH GREGG)",SPA,17.790001,AC,150027.0,1960.0,150027.0,,,,,,,,20100715.0,,UNINCORPORATED COUNTY,617700321963802623,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503400520000,215-0340-052-0000,4722 DEAN ST,MCCLELLAN,CA,95652.0,38.653986,-121.408149,MP HOLDINGS LLC,,MCCLELLAN,CA,95652.0,42035.0,,42035.0,2024.0,,0.0,DISTRIBUTUION & WAREHOUSES,GCKA0A,6002.0,DISTRIBUTION WAREHOUSE (REGIONAL),SPA,1.9,AC,8500.0,1971.0,8500.0,1,,,,,,,20171220.0,,UNINCORPORATED COUNTY,617700321968783359,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503100190000,215-0310-019-0000,3401 DOGWOOD ST,MCCLELLAN,CA,95652.0,38.666246,-121.384757,UNITED STATES OF AMERICA (SAC COUNTY) (MBP) (DECA),,MCCLELLAN,CA,95652.0,,,,2024.0,19650301.0,0.0,GENERAL OFFICE,CAA00A,3003.0,OFFICE BLDG (GENERAL),SPA,3.4400001,AC,63251.0,1960.0,63251.0,,,,,,,,20100715.0,,UNINCORPORATED COUNTY,617700322002337791,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503100310000,215-0310-031-0000,5201 ARNOLD AVE,MCCLELLAN,CA,95652.0,38.661646,-121.385678,TWIN RIVERS UNIFIED SCHOOL DISTRICT,,NORTH HIGHLANDS,CA,95660.0,,,,2024.0,,0.0,GENERAL OFFICE-MULTI STY,CAC00A,3004.0,OFFICE BLDG (MULTI-STORY),SPA,1.61,AC,54659.0,1960.0,54659.0,,,,,,,,,,UNINCORPORATED COUNTY,617700321776893951,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503100330000,215-0310-033-0000,3331 PEACEKEEPER WAY,MCCLELLAN,CA,95652.0,38.66106,-121.385663,UNITED STATES OF AMERICA,,MCCLELLAN,CA,95652.0,,,,2024.0,19650301.0,0.0,GENERAL OFFICE,CAB00A,3004.0,OFFICE BLDG (MULTI-STORY),SPA,23960.0,SF,7362.0,1938.0,7362.0,,,,,,,,20100715.0,,UNINCORPORATED COUNTY,617700321776893951,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503200060000,215-0320-006-0000,3230 PEACEKEEPER WAY,MCCLELLAN,CA,95652.0,38.660558,-121.387579,MCCLELLAN BUSINESS PARK LLC (TASA) (SAC COUNTY),,MCCLELLAN,CA,95652.0,,,,2024.0,,0.0,GENERAL OFFICE,CAB00A,3004.0,OFFICE BLDG (MULTI-STORY),SPA,26572.0,SF,40749.0,1960.0,40749.0,,,,,,,,,,UNINCORPORATED COUNTY,617700321776893951,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503100470000,215-0310-047-0000,3411 OLSON ST,MCCLELLAN,CA,95652.0,38.661834,-121.384339,MP HOLDINGS LLC,,MCCLELLAN,CA,95652.0,369750.0,,369750.0,2024.0,,0.0,GENERAL OFFICE,CAB00A,3004.0,OFFICE BLDG (MULTI-STORY),SPA,2.1800001,AC,39331.0,1960.0,39331.0,2,,,,,,,20110128.0,,UNINCORPORATED COUNTY,617700321777418239,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503201270000,215-0320-127-0000,5115 DUDLEY BLVD,MCCLELLAN,CA,95652.0,38.659746,-121.388692,MP HOLDINGS LLC (TWIN RIVERS UNIFIED SCHOOL DISTRIC),,MCCLELLAN,CA,95652.0,,,,2024.0,,0.0,GENERAL OFFICE,CAB00A,3004.0,OFFICE BLDG (MULTI-STORY),SPA,8.9200001,AC,115052.0,1938.0,115052.0,1,,,,,,,,,UNINCORPORATED COUNTY,617700321776893951,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503200270000,215-0320-027-0000,3136 HOWARD ST,MCCLELLAN,CA,95652.0,38.657758,-121.389518,MCCLELLAN BUSINESS PARK LLC (COUNTY OF SACRAMENTO),,MCCLELLAN,CA,95652.0,,,,2024.0,,0.0,DISTRIBUTUION & WAREHOUSES,GCKA0A,6002.0,DISTRIBUTION WAREHOUSE (REGIONAL),SPA,37026.0,SF,9924.0,1938.0,9924.0,,,,,,,,,,UNINCORPORATED COUNTY,617700321777942527,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503200680000,215-0320-068-0000,4425 DUDLEY BLVD,MCCLELLAN,CA,95652.0,38.653317,-121.394627,MP HOLDINGS LLC (COUNTY OF SACRAMENTO),,MCCLELLAN,CA,95652.0,,,,2024.0,,0.0,DISTRIBUTUION & WAREHOUSES,GCKA0A,6002.0,DISTRIBUTION WAREHOUSE (REGIONAL),SPA,7.1199999,AC,44624.0,1992.0,44624.0,,,,,,,,20160601.0,,UNINCORPORATED COUNTY,617700321972715519,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503200130000,215-0320-013-0000,5015 ARNOLD AVE,MCCLELLAN,CA,95652.0,38.658342,-121.385525,MCCLELLAN BUSINESS PARK LLC (DAPS) (SAC COUNTY),,MCCLELLAN,CA,95652.0,,,,2024.0,,0.0,DISTRIBUTUION & WAREHOUSES,GCKA0A,6002.0,DISTRIBUTION WAREHOUSE (REGIONAL),SPA,28368.0,SF,6000.0,1960.0,6000.0,,,,,,,,,,UNINCORPORATED COUNTY,617700321777942527,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21503200150000,215-0320-015-0000,3418 FLIGHT LN,MCCLELLAN,CA,95652.0,38.659218,-121.384028,MCCLELLAN BUSINESS PARK LLC (COUNTY OF SACRAMENTO),,MCCLELLAN,CA,95652.0,,,,2024.0,,0.0,PARKING LOT,BFH00A,2036.0,PARKING LOT,SPA,38768.0,SF,11695.0,1943.0,11695.0,1,,,,,,,,,UNINCORPORATED COUNTY,617700321776631807,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
22802510520000,228-0251-052-0000,ROSEVILLE RD,NORTH HIGHLANDS,CA,95660.0,38.65772,-121.381464,CONRAD ETHAN,,SACRAMENTO,CA,95834.0,96615.0,,96615.0,2024.0,,0.0,SMALL RETAIL-MULTI TENANT,BAB00A,2001.0,"RETAIL STORES ( PERSONAL SERVICES, PHOTOGRAPHY, TRAVEL)",SPA,14898.0,SF,20060.0,1990.0,20060.0,1,,,,,,,20180926.0,,UNINCORPORATED COUNTY,617700321778204671,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
24005500590000,240-0550-059-0000,4837 WATT AVE,NORTH HIGHLANDS,CA,95660.0,38.652996,-121.385317,COUNTY OF SACRAMENTO,,SACRAMENTO,CA,95827.0,,,,2024.0,,0.0,OFFICE - SINGLE TENANT,CBA0GA,3003.0,OFFICE BLDG (GENERAL),SPA,13.05,AC,129720.0,1987.0,129720.0,1,,,,,,,20221130.0,,UNINCORPORATED COUNTY,617700321785544703,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
23700700140000,237-0070-014-0000,659 BELL AVE,SACRAMENTO,CA,95838.0,38.64855,-121.450569,CITY OF SACRAMENTO,,SACRAMENTO,CA,95814.0,,,,2024.0,19991217.0,0.0,PRIVATE CLUB,FH000A,4007.0,"CLUBS, LODGES, PROFESSIONAL ASSOCIATIONS",R-2A,4.5,AC,1104.0,1960.0,1104.0,1.0,,,,,,,,,CITY OF SACRAMENTO,617700322452176895,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
25000260230000,250-0026-023-0000,140 MORRISON AVE,SACRAMENTO,CA,95838.0,38.637508,-121.464176,SUDARIA IMEE,,SACRAMENTO,CA,95838.0,216204.0,,216204.0,2024.0,,0.0,RES/SINGLE FAMILY/NON-SUBDIVISION,A1B02A,1001.0,SINGLE FAMILY RESIDENTIAL,R-1,31845.0,SF,2340.0,1977.0,2340.0,2.0,,4.0,,,,,20130822.0,180000.0,CITY OF SACRAMENTO,617700322456371199,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
25000500120000,250-0050-012-0000,3941 RIO LINDA BLVD,SACRAMENTO,CA,95838.0,38.639817,-121.448258,BIBLE WAY OVERCOMING CHURCH OF JESUS CHRIST,,SACRAMENTO,CA,95821.0,11384.0,,11384.0,2024.0,19960131.0,0.0,RES/SINGLE FAMILY/NON-SUBDIVISION,A1B00A,1001.0,SINGLE FAMILY RESIDENTIAL,M-1-LI,6098.0,SF,662.0,1926.0,662.0,1.0,,2.0,,,,,19960131.0,30000.0,CITY OF SACRAMENTO,617700322446147583,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
23802200200000,238-0220-020-0000,1851 BELL AVE,SACRAMENTO,CA,95838.0,38.647659,-121.422935,BIG PROPERTIES OF CALIFORNIA LLC (PG & E),,SAN LUIS OBISPO,CA,93401.0,,,,2024.0,,0.0,DISTRIBUTUION & WAREHOUSES,GCJB0A,6002.0,DISTRIBUTION WAREHOUSE (REGIONAL),M-1S-R,1.6,AC,12000.0,1990.0,12000.0,1,,,,,,,20180829.0,,CITY OF SACRAMENTO,617700322492022783,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
23701730360000,237-0173-036-0000,4221 RALEY BLVD,SACRAMENTO,CA,95838.0,38.64461,-121.429614,CHEVRON USA INC,,SAN RAMON,CA,94583.0,884340.0,,884340.0,2024.0,,0.0,SERVICE STATION,BFA00A,2041.0,GAS STATION,C-2,31651.0,SF,2923.0,2001.0,2923.0,1,,,,,,,20240117.0,3200000.0,CITY OF SACRAMENTO,617700322488352767,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
07902000590000,079-0200-059-0000,8099 FOLSOM BLVD,SACRAMENTO,CA,95826.0,38.550068,-121.409816,BASTION PROPERTIES LLC,,ROSEVILLE,CA,95661.0,1393861.0,,1393861.0,2024.0,,0.0,SERVICE STATION,BFA00A,2041.0,GAS STATION,C-2,1.09,AC,2437.0,1995.0,2437.0,1,,,,,,,20240111.0,,CITY OF SACRAMENTO,617700307994411007,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
07801800030000,816-0001-006-0000,8545 FOLSOM BLVD SPC 6,SACRAMENTO,CA,95826.0,38.549455,-121.388524,JULIE MARIE ANDERSON,,SACRAMENTO,CA,95826.0,,,,2024.0,,0.0,MOBILE HOME/ON LEASED LAND/MH PARK,ATA00A,1006.0,MOBILE/MANUFACTURED HOME (REGARDLESS OF LAND OWNERSHIP),C-2-SPD,0.0,,500.0,1961.0,500.0,1.0,,2.0,,,,,,,CITY OF SACRAMENTO,617700307997032447,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
07801800190000,078-0180-019-0000,8671 FOLSOM BLVD,SACRAMENTO,CA,95826.0,38.550606,-121.383011,8671 FOLSOM SP LLC,,SANTA MONICA,CA,90406.0,836315.0,,836315.0,2024.0,,0.0,MINI-STORAGE,GL0C0A,2031.0,"MINI-WAREHOUSE, SELF-STORAGE",C-2-SPD,1.23,AC,30210.0,1974.0,30210.0,1.0,,,,,,,20190816.0,3085000.0,CITY OF SACRAMENTO,617700307969245183,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
07801800240000,078-0180-024-0000,8631 FOLSOM BLVD,SACRAMENTO,CA,95826.0,38.549734,-121.385169,SATTELMAYER RALPH & STEVEN,,SACRAMENTO,CA,95826.0,74960.0,,74960.0,2024.0,20050317.0,0.0,AUTO REPAIR GARAGE,BFC00A,2024.0,"AUTO REPAIR (& RELATED), GARAGE",C-2-SPD,11122.0,SF,5231.0,1960.0,5231.0,1.0,,,,,,,20050317.0,,CITY OF SACRAMENTO,617700307996770303,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
27102430100000,271-0243-010-0000,4610 HAZELWOOD AVE,SACRAMENTO,CA,95821.0,38.612664,-121.356592,COUNTY OF SACTO,,SACRAMENTO,CA,95814.0,,,,2024.0,19990205.0,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-4,19440.0,SF,1569.0,1947.0,1569.0,1,,3.0,,,,,19990205.0,,UNINCORPORATED COUNTY,617700321834565631,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
28101910060000,281-0191-006-0000,1951 MAPLE GLEN RD,SACRAMENTO,CA,95864.0,38.60246,-121.374491,AKT INVS INCORPORATED,,SACRAMENTO,CA,95826.0,683401.0,,683401.0,2024.0,,0.0,RES/SINGLE FAMILY/RURAL HOME(2 AC OR LES,A1C00A,1008.0,RURAL/AGRICULTURAL RESIDENCE,RD-2 (NPA),39204.0,SF,1743.0,1950.0,1743.0,1,,3.0,,,,,20140905.0,,UNINCORPORATED COUNTY,617700322353872895,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
27203000250000,272-0300-025-0000,5341 EL CAMINO AVE,CARMICHAEL,CA,95608.0,38.610283,-121.339474,CARMICHAEL RECREATION & PARK DISTRICT,,CARMICHAEL,CA,95608.0,,,,2024.0,19820317.0,0.0,RES/SINGLE FAMILY/NON-SUBDIVISION,A1B00B,1001.0,SINGLE FAMILY RESIDENTIAL,RD-10,19602.0,SF,1280.0,1940.0,1280.0,1,,3.0,,,,,,,UNINCORPORATED COUNTY,617700322591637503,Tier 2: Zero Improvement,public_park_or_recreation_agency
28800300400000,288-0030-040-0000,3824 ARDEN WAY,SACRAMENTO,CA,95864.0,38.595187,-121.375314,SACRAMENTO COUNTY WATER AGCY,,SACRAMENTO,CA,95814.0,,,,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-5 (NPA),21780.0,SF,1544.0,1953.0,1544.0,1,,2.0,,,,,20150731.0,410000.0,UNINCORPORATED COUNTY,617700322297249791,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12101200270000,121-0120-027-0000,CAYMUS DR,SACRAMENTO,CA,95829.0,38.459657,-121.362993,SOUTHGATE RECREATION & PARK DIST,,SACRAMENTO,CA,95823.0,,,,2024.0,20030703.0,0.0,VACANT RESIDENTIAL UNDER 2 AC,IAEAAE,8001.0,RESIDENTIAL-VACANT LAND,RD-4,34500.0,SF,,,,,,,,,,,20030703.0,,UNINCORPORATED COUNTY,617700308393656319,Tier 1: Coded Vacant,public_park_or_recreation_agency
12112700120000,121-1270-012-0000,8451 GURMIT CT,ELK GROVE,CA,95624.0,38.450645,-121.368987,ZADA DOST MOHAMMAD HUSSAIN & KAIHAN HUSSAIN,,ELK GROVE,CA,95624.0,107839.0,,107839.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-7,0.0,,2779.0,,2779.0,2,,5.0,,,,,20240614.0,766500.0,UNINCORPORATED COUNTY,617700308387627007,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12112700110000,121-1270-011-0000,8450 GURMIT CT,ELK GROVE,CA,95624.0,38.450644,-121.369155,SINGH MANINDER & SANDEEP KAUR,,ELK GROVE,CA,95624.0,107839.0,,107839.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-7,0.0,,2473.0,,2473.0,2,,4.0,,,,,20240508.0,714000.0,UNINCORPORATED COUNTY,617700308387627007,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12112700100000,121-1270-010-0000,8454 GURMIT CT,ELK GROVE,CA,95624.0,38.450623,-121.369338,CROWNE COMMUNITIES ELK GROVE LLC,,YUBA CITY,CA,95991.0,107839.0,,107839.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-7,0.0,,2779.0,,2779.0,2,,5.0,,,,,20240517.0,743000.0,UNINCORPORATED COUNTY,617700308387627007,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12112700130000,121-1270-013-0000,8455 GURMIT CT,ELK GROVE,CA,95624.0,38.450611,-121.368802,CROWNE COMMUNITIES ELK GROVE LLC,,YUBA CITY,CA,95991.0,107839.0,,107839.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-7,0.0,,2473.0,,2473.0,2,,4.0,,,,,20231106.0,640000.0,UNINCORPORATED COUNTY,617700308387364863,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12112700060000,121-1270-006-0000,8470 GURMIT CT,ELK GROVE,CA,95624.0,38.449927,-121.369295,AZIZI AHMAD SAMIR & JULIET MODAD,,ELK GROVE,CA,95624.0,107839.0,,107839.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-7,0.0,,2203.0,2023.0,2203.0,2,,3.0,,,,,20240213.0,673000.0,UNINCORPORATED COUNTY,617700308395491327,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12112700020000,121-1270-002-0000,8486 GURMIT CT,ELK GROVE,CA,95624.0,38.449378,-121.369291,CROWNE COMMUNITIES ELK GROVE LLC,,YUBA CITY,CA,95991.0,107839.0,,107839.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-7,0.0,,2779.0,,2779.0,2,,5.0,,,,,20240531.0,757000.0,UNINCORPORATED COUNTY,617700308395491327,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12112700210000,121-1270-021-0000,8487 GURMIT CT,ELK GROVE,CA,95624.0,38.44938,-121.368834,CROWNE COMMUNITIES ELK GROVE LLC,,YUBA CITY,CA,95991.0,107839.0,,107839.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-7,0.0,,2203.0,,2203.0,2,,3.0,,,,,20231106.0,640000.0,UNINCORPORATED COUNTY,617700308395491327,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12112700010000,121-1270-001-0000,8490 GURMIT CT,ELK GROVE,CA,95624.0,38.449225,-121.36929,HEER HARPREET & AMARDEEP,,ELK GROVE,CA,95624.0,107839.0,,107839.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-7,0.0,,2473.0,,2473.0,2.0,,4.0,,,,,20240430.0,711500.0,UNINCORPORATED COUNTY,617700308395491327,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12112700220000,121-1270-022-0000,8491 GURMIT CT,ELK GROVE,CA,95624.0,38.449227,-121.368833,CROWNE COMMUNITIES ELK GROVE LLC,,YUBA CITY,CA,95991.0,107858.0,,107858.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-7,0.0,,2779.0,,2779.0,2.0,,5.0,,,,,20240612.0,765000.0,UNINCORPORATED COUNTY,617700308395491327,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12111500450000,121-1150-045-0000,CALVINE RD,SACRAMENTO,CA,95829.0,38.452801,-121.364986,SOUTHGATE RECREATION AND PARK DISTRICT,,SACRAMENTO,CA,95823.0,,,,2024.0,,0.0,"MISC, UNUSABLE-SMALL",MSMALA,8009.0,"WASTE LAND, MARSH, SWAMP, SUBMERGED-VACANT LAND",RD-10,14902.0,SF,,,,,,,,,,,20191219.0,,UNINCORPORATED COUNTY,617700308387889151,Tier 2: Zero Improvement,public_park_or_recreation_agency
12111500460000,121-1150-046-0000,9077 CALVINE RD,SACRAMENTO,CA,95829.0,38.45281,-121.363833,SOUTHGATE RECREATION AND PARK DISTRICT,,SACRAMENTO,CA,95823.0,,,,2024.0,,0.0,"MISC, UNUSABLE-SMALL",MSMALA,8009.0,"WASTE LAND, MARSH, SWAMP, SUBMERGED-VACANT LAND",RD-10,2166.0,SF,,,,,,,,,,,20191219.0,,UNINCORPORATED COUNTY,617700308387889151,Tier 2: Zero Improvement,public_park_or_recreation_agency
12107100680000,121-0710-068-0000,DEDDINGTON WAY,SACRAMENTO,CA,95829.0,38.461325,-121.354279,SOUTHGATE RECREATIONAL & PARK DISTRICTS,,SACRAMENTO,CA,95823.0,,,,2024.0,,0.0,"MISC, UNUSABLE-SMALL",MSMALA,8009.0,"WASTE LAND, MARSH, SWAMP, SUBMERGED-VACANT LAND",RD-7,3700.0,SF,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700307877756927,Tier 2: Zero Improvement,public_park_or_recreation_agency
12104300160000,121-0430-016-0000,WATERMAN RD,SACRAMENTO,CA,95829.0,38.460176,-121.353628,SOUTHGATE RECREATION & PARK DISTRICT,,SACRAMENTO,CA,95823.0,,,,2024.0,20080321.0,0.0,VAC RETAIL UNDER 2 AC,IBEDFA,8002.0,COMMERCIAL-VACANT LAND,RD-20,9.7799997,AC,,,,,,,,,,,20080321.0,,UNINCORPORATED COUNTY,617700307877756927,Tier 1: Coded Vacant,public_park_or_recreation_agency
12107100690000,121-0710-069-0000,WESTRAY DR,SACRAMENTO,CA,95829.0,38.460513,-121.354288,SOUTHGATE RECREATIONAL & PARK DISTRICTS,,SACRAMENTO,CA,95823.0,,,,2024.0,,0.0,"MISC, UNUSABLE-SMALL",MSMALA,8009.0,"WASTE LAND, MARSH, SWAMP, SUBMERGED-VACANT LAND",RD-7,3519.0,SF,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700307877756927,Tier 2: Zero Improvement,public_park_or_recreation_agency
12101100370000,121-0110-037-0000,LEMAS RD,SACRAMENTO,CA,95829.0,38.461949,-121.351641,SOUTHGATE RECREATION & PARK DISTRICT,,SACRAMENTO,CA,95823.0,,,,2024.0,19890519.0,0.0,VACANT RESIDENTIAL UNDER 2 AC,IAEAAA,8001.0,RESIDENTIAL-VACANT LAND,RD-20,1.45,AC,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700307877756927,Tier 1: Coded Vacant,public_park_or_recreation_agency
12109500580000,121-0950-058-0000,KINGSBRIDGE DR,SACRAMENTO,CA,95829.0,38.45472,-121.348777,SOUTHGATE RECREATION & PARK DISTRICT,,SACRAMENTO,CA,95823.0,,,,2024.0,20030407.0,0.0,"MISC, UNUSABLE-SMALL",MSMALA,8009.0,"WASTE LAND, MARSH, SWAMP, SUBMERGED-VACANT LAND",RD-5,1520.0,SF,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700308372422655,Tier 2: Zero Improvement,public_park_or_recreation_agency
12112800010000,121-1280-001-0000,9522 DEL SEIS DR,SACRAMENTO,CA,95829.0,38.459634,-121.342309,CHANNITA LASOY THAVISAY & KEUNG,,SACRAMENTO,CA,95829.0,133973.0,,133973.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-7,0.0,,1886.0,2023.0,1886.0,1.0,,3.0,,,,,20240430.0,623500.0,UNINCORPORATED COUNTY,617700307875135487,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12112800340000,121-1280-034-0000,9500 DEL SEIS DR,SACRAMENTO,CA,95829.0,38.45906,-121.342525,RICHMOND AMERICAN HOMES OF MARYLAND INC,,SUISUN CITY,CA,94585.0,123361.0,,123361.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-10,0.0,,1901.0,,1901.0,2.0,,3.0,,,,,20240827.0,563000.0,UNINCORPORATED COUNTY,617700307875135487,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12112800350000,121-1280-035-0000,9504 DEL SEIS DR,SACRAMENTO,CA,95829.0,38.459176,-121.342525,RICHMOND AMERICAN HOMES OF MARYLAND INC,,SUISUN CITY,CA,94585.0,123361.0,,123361.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-10,0.0,,1281.0,,1281.0,1.0,,3.0,,,,,20240925.0,531000.0,UNINCORPORATED COUNTY,617700307875135487,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12112800330000,121-1280-033-0000,9496 DEL SEIS DR,SACRAMENTO,CA,95829.0,38.458945,-121.342525,RICHMOND AMERICAN HOMES OF MARYLAND INC,,SUISUN CITY,CA,94585.0,123361.0,,123361.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-10,0.0,,1634.0,,1634.0,2.0,,3.0,,,,,20240517.0,535000.0,UNINCORPORATED COUNTY,617700307875135487,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12112800270000,121-1280-027-0000,8336 LOYAL DR,SACRAMENTO,CA,95829.0,38.458391,-121.34229,RICHMOND AMERICAN HOMES OF MARYLAND INC,,SUISUN CITY,CA,94585.0,123361.0,,123361.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-10,0.0,,1281.0,,1281.0,1.0,,2.0,,,,,20240614.0,487000.0,UNINCORPORATED COUNTY,617700307876184063,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
